,Unnamed: 0,stim1_location,stim2_location,response1_area1,responsestrength1_area1,reactivation_area1,REACT1,response2_area1,responsestrength2_area1,response1_area2,responsestrength1_area2,reactivation_area2,REACT2,reactstrength_area1,reactstrength_area2,response2_area2,responsestrength2_area2,delay1,delay2,ITI,stim_start,stim2_start,stim_duration,react_start,react_end,react_strength,window,steps,across_factor,stim1_location_rad,stim2_location_rad,response1,response2,response1Err,response2Err,across_factor_label
18191,18191,303,177,-1.0722798049588995,1.0398709463083282,-1.4565406284552869,True,-3.1290986761872546,1.0291737623972397,-1.177029729173091,1.0746443133927297,-2.128877465449246,True,1.2783789100908411,0.6071461474048414,-3.0756296828401624,1.0339013843594096,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-0.9948376736367681,3.0892327760299634,-1.1246547670659952,-3.1023641795137085,-0.1298170934292271,0.09158835163591464,0.0%
18192,18192,87,217,1.5632147386881026,1.0421185874752623,2.7034196778921418,True,-2.301504283512832,1.0151012839577334,1.5987849440053796,1.0104282327517535,0.1297540941916648,True,0.0011012754543112,0.0029854305811993,-2.4375906974013817,0.9927779824870192,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,1.5184364492350666,-2.495820830351891,1.580999841346741,-2.3695474904571068,0.06256339211167439,0.12627333989478423,0.0%
18196,18196,159,306,2.680397081636234,0.9609228601296792,2.3898422911384016,True,-0.9319156256542708,1.024014711028893,2.662832230966187,1.0599036620328623,-3.0468915738528604,True,1.3383860987667286,1.442815010151959,-1.003333704525508,0.8693982275976021,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,2.775073510670984,-0.9424777960769379,2.6716146563012098,-0.9676246650898892,-0.10345885436977431,-0.025146869012951222,0.0%
18204,18204,222,116,-2.478103561087709,1.0419051096769811,2.359262451768116,True,1.9203458526872152,1.00209814433248,-2.558354556009144,1.0870774744230869,2.488031991720509,True,0.0011098807669338,1.5240315026019315,2.061168649240873,1.1075559732850575,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-2.4085543677521746,2.0245819323134224,-2.5182290585484264,1.9907572509640437,-0.10967469079625182,-0.03382468134937877,0.0%
18208,18208,296,98,-1.0604612081024836,0.975335441741398,-1.3407114319455704,True,1.6661824169779014,1.0644378554623528,-1.2086463741485085,0.9853430877471532,-0.3989879893687089,True,0.0045440277576562,0.0149878985311927,1.896829847594191,1.0003544370303152,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.1170107212763707,1.710422666954443,-1.1345537911254961,1.7815061322860455,-0.017543069849125473,0.07108346533160259,0.0%
18209,18209,139,107,2.3447893587229283,1.0420639575975288,2.5140984151037213,True,1.801880571550846,1.0795981517860225,2.4468075884613416,0.9456336283436976,0.1960765120231952,True,0.0124390084282496,0.0074938417076981,2.0495688491923536,0.9979992279044928,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,2.426007660272118,1.8675022996339325,2.3957984735921345,1.9257247103715995,-0.03020918667998368,0.05822241073766697,0.0%
18214,18214,160,13,2.7033019462171506,1.0590138392431934,2.486171327746328,True,0.3680821824940999,1.0477367850718116,2.7856391282928463,0.9882465286302832,-2.7647049521541995,True,1.1768070900678251,0.0008466478716996,0.3510275475356935,0.9904493133210112,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,2.792526803190927,0.22689280275926285,2.7444705372549985,0.3595548650148963,-0.048056265935928696,0.13266206225563348,0.0%
18221,18221,358,306,-0.0808581977583695,1.0137472330885673,0.2364848417186851,True,-0.9587776280145128,0.9850522233964756,-0.0475589147074344,1.1113823591471752,-0.3941036155754217,True,0.005019139297828,0.9798247393687654,-0.8098479962455658,1.0631995784282944,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-0.034906585039886195,-0.9424777960769379,-0.06420855623290178,-0.8843128121300392,-0.02930197119301558,0.05816498394689869,0.0%
18234,18234,288,138,-1.21874822781001,0.9747723633250264,2.2247738280449294,True,2.4092050454842653,1.0004676607055942,-1.3052353893197377,1.0277205711367166,-1.7946300454057065,True,0.0063620510095441,1.43456789166675,2.3974554305733413,1.0200081805609291,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.2566370614359172,2.4085543677521746,-1.2619918085648738,2.4033302380288033,-0.0053547471289565295,-0.005224129723371286,0.0%
18237,18237,137,57,2.5520824021282094,1.046864526949742,2.9470611007188365,True,0.9817137550206366,1.052858425249556,2.350785453682446,1.0148453508479662,2.674599068557439,True,1.4291684610826816,1.396722779314472,1.0433641848139097,0.9944668271795072,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,2.3911010752322315,0.9948376736367679,2.4514339279053283,1.0125389699172729,0.060332852673096904,0.017701296280505003,0.0%
18252,18252,26,206,0.4295087075529148,1.0091161126693255,-2.424472286328051,True,-2.5727510376157854,1.0451369551684215,0.4707815876353472,1.021003392124471,0.0883761288176933,True,0.0100514868050733,0.0057186944015594,-2.580155270491021,1.0299351400056629,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,0.4537856055185257,-2.6878070480712672,0.4501451475941307,-2.5764531540534032,-0.003640457924394952,0.11135389401786401,0.0%
18254,18254,267,195,-1.3940739858096165,0.9688905650977438,1.7525646940261854,True,-2.816053615102076,1.055432198720323,-1.7105812499130948,1.0643208376269115,-1.3123519797971814,True,0.0003625242020625,1.088032132094065,-2.796237795959869,1.011903300406735,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.6231562043547267,-2.8797932657906435,-1.5523276178613559,-2.8061457055309726,0.07082858649337087,0.07364756025967087,0.0%
18263,18263,52,72,0.7486617018416044,0.9861975563619476,0.8268999500184601,True,1.267476966961035,1.0222329683433915,0.7944545727986577,1.0080830509442489,-1.9461921416945809,True,1.4362275849625703,0.0020180372322169,1.2611752509262943,0.9850983787016953,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,0.9075712110370514,1.2566370614359172,0.7715581373201306,1.2643261089436644,-0.13601307371692087,0.007689047507747077,0.0%
18271,18271,148,278,2.4087022502664266,1.0135171678045258,2.136882825117836,True,-1.4046847249230172,1.0840575311860472,2.639119017815664,1.0077482149248844,0.2651635217929569,True,0.0010792583622265,0.5667838715621777,-1.3816337789489783,1.0369367415326878,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,2.5830872929516078,-1.43116998663535,2.5239106340410453,-1.393159251935998,-0.059176658910562514,0.03801073469935192,0.0%
18278,18278,41,63,0.8360495180741845,1.0898111121315297,-0.2689126738521188,True,1.152891544401483,1.0360301501938356,0.8038781892202059,1.044798980573447,2.1518282878542165,True,0.1936533821862114,1.4865197134123105,1.55888843697375,1.0543189493312397,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,0.7155849933176751,1.0995574287564276,0.8199638536471947,1.3558899906876158,0.1043788603295196,0.25633256193118825,0.0%
18280,18280,215,37,-2.5475802507722016,1.0289219746637694,-1.6771807597028745,True,0.4608219578824838,1.0669353598752334,-2.5625727217766414,0.9937219843819316,-0.0586141078727801,True,0.0022517809355798,0.0132993964768691,0.583800286827731,1.0346717447282106,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-2.5307274153917776,0.6457718232379019,-2.5550764862744217,0.5223111223551067,-0.024349070882644108,-0.12346070088279526,0.0%
18283,18283,64,96,0.9271418799860476,1.042484866056701,0.9754473653992564,True,1.5404247203503636,1.0193691603323356,1.0494412742007633,1.0291964931463815,0.8774472909749497,True,0.0042069630730498,1.3304274601638184,1.6096910221308551,1.0219912020148498,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,1.117010721276371,1.6755160819145565,0.9882915770934044,1.5750578712406096,-0.1287191441829665,-0.1004582106739469,0.0%
18285,18285,321,212,-0.6647125747528012,0.9801680219269155,2.131606987980484,True,-2.6630136304935856,0.9458416657496852,-0.5703650267482864,1.030754935754142,-0.6775017506143374,True,0.0031072602352661,1.2824048307861482,-2.661158352139437,1.0029525426185606,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-0.6806784082777888,-2.5830872929516078,-0.6175388007505438,-2.6620859913165114,0.063139607527245,-0.0789986983649036,0.0%
18287,18287,71,325,1.4754607659300696,1.039026944563234,2.317150149450545,True,-0.7046840797429819,1.0015575742613578,1.3197859013160471,0.965658845372892,1.2860498797302768,True,0.0088287097008051,0.0019117123240268,-0.7070100963582862,0.9815633937421728,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,1.239183768915974,-0.6108652381980155,1.3976233336230584,-0.7058470880506342,0.15843956470708448,-0.09498184985261868,0.0%
18293,18293,172,346,2.9562227914164976,1.0270350288262349,-2.6152048407752515,True,-0.1993387737700546,1.0436985251309143,3.0878447615119886,0.9630861736136328,-1.911551675761881,True,0.0053307988438093,0.0022824648863553,-0.1597041099756365,1.0293180851754269,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,3.001966313430247,-0.24434609527920603,3.0220337764642435,-0.17952144187284524,0.02006746303399653,0.06482465340636077,0.0%
18302,18302,178,254,-3.1123299235132853,0.979716557795738,-1.1032641076795562,True,-1.6527769472984548,1.0107547438582534,3.041966063741913,0.9876661277626728,1.000155473701438,True,1.4579773576516677,0.0009765625,-1.9620677445767607,0.9845687100876974,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,3.1066860685499065,-1.8500490071139888,3.106410723704106,-1.8074223459376078,-0.0002753448458006075,0.042626661176381093,0.0%
18318,18318,288,147,-1.3994727539419456,1.0250540193437738,-1.981719354538669,True,2.6952168524913995,1.0005653205920737,-1.1704317647076887,1.0484795947279124,-1.2925552205707411,True,1.4147214674520805,1.342804189948544,2.6762320476963453,1.0841519481694897,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.2566370614359172,2.5656340004316642,-1.2849522593248173,2.685724450093872,-0.02831519788890003,0.12009044966220776,0.0%
18321,18321,241,302,-2.2542430651338408,1.0523864568046466,2.379049950060905,True,-1.0762880577334029,1.0334391582157345,-1.9919247650889496,1.0542391067843109,1.4931546879632156,True,0.0039299728679066,0.1039637524427761,-0.8709337732173307,1.0635134646999116,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-2.0769418098732517,-1.0122909661567112,-2.123083915111395,-0.9736109154753669,-0.04614210523814317,0.03868005068134428,0.0%
18327,18327,195,347,-2.9663117517441107,0.9705027552642196,-1.9538742417164423,True,-0.1888099710466445,0.9888726612435688,-2.811404603363482,0.9837702410382568,-2.721075801257316,True,0.0024150824415563,1.2666297591225584,-0.4010252398503336,0.9848687443132098,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-2.8797932657906435,-0.22689280275926293,-2.888858177553796,-0.294917605448489,-0.009064911763152467,-0.06802480268922609,0.0%
18328,18328,336,38,-0.4417088363766391,1.1061041151920297,-1.2703824333866864,True,0.5636213063459113,1.0541542143035372,-0.2471196737824642,0.9914073573923288,1.0143895394458091,True,1.2709353303592603,0.7587633236817387,0.8204383013663672,1.0435413457368707,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-0.4188790204786388,0.6632251157578453,-0.34441425507955126,0.6920298038561388,0.07446476539908756,0.02880468809829351,0.0%
18330,18330,130,261,2.1480969876780183,1.0457742495524889,-2.96498886448802,True,-1.7007331939434045,1.0684792124783742,2.272515298967708,1.0336611542459908,1.6139485468408017,True,0.0010620068181957,1.3994907618662125,-1.6977220594216855,1.0415242799663418,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,2.2689280275926285,-1.7278759594743862,2.210306143322863,-1.6992276266825448,-0.05862188426976545,0.028648332791841424,0.0%
18342,18342,238,234,-2.033628861583119,1.0019639705364929,-1.5136488653729652,True,-2.202712563587564,0.9894576834700428,-2.034351526606575,1.0117759477626178,-2.0222597448567936,True,0.0144233630464152,0.0038032364081361,-2.011245467593344,0.9423461678935184,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-2.129301687433082,-2.199114857512855,-2.033990194094847,-2.106979015590454,0.0953114933382349,0.09213584192240097,0.0%
18354,18354,98,288,1.7157917720688234,1.0468023177965382,2.304655421998429,True,-1.3606873336457836,1.0508438064558765,1.8376657500322888,1.1094358291776478,1.3905920388490922,True,1.2310598830017614,1.4989653209418272,-1.315398845037707,0.9237583348775406,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,1.710422666954443,-1.2566370614359172,1.7767287610505562,-1.3380430893417454,0.06630609409611334,-0.08140602790582811,0.0%
18356,18356,26,25,0.5155941027702851,1.07866400922292,1.7971969383282018,True,0.4558051380613061,1.0904435683124285,0.4512412623804555,0.9833752386200304,1.033604754334431,True,0.0059999720299008,0.0049266321276862,0.424316498205791,1.0204420467978268,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,0.4537856055185257,0.4363323129985824,0.48341768257536977,0.4400608181335488,0.0296320770568441,0.003728505134966375,0.0%
18359,18359,142,12,2.6062721005140315,1.0643450440968678,2.869052958818554,True,0.1198386726742602,0.993328700616104,2.414244873728088,0.9981300794117208,-1.5649224655175815,True,1.2737237133518748,0.0046734969154012,0.278442108867068,1.0497524948065189,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,2.478367537831948,0.20943951023931956,2.5102584871210585,0.1991403907706637,0.0318909492891106,-0.010299119468655847,0.0%
18368,18368,314,294,-0.9095084084706504,1.0590666373258637,0.8535170576885253,True,-1.1491643415727089,0.9745792900131488,-0.9839193323672132,0.974172295557656,-1.5923442832725123,True,0.0010409895447823,0.007643331285999,-1.1175945330538757,1.0029561146528956,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-0.8028514559173914,-1.1519173063162578,-0.946713870418932,-1.1333794373132924,-0.14386241450154055,0.018537869002965356,0.0%
18370,18370,269,16,-1.4957235919769845,1.1446808903389942,-1.7386965099788736,True,0.3453072869010768,1.049960211733053,-1.4239422407291704,0.9980562700049572,-1.0055133909187306,True,1.5344257618481276,0.0024824688234996,0.4142299390669572,1.0253749390962603,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.5882496193148397,0.2792526803190927,-1.4598329163530774,0.37976861298401676,0.12841670296176222,0.10051593266492405,0.0%
18372,18372,34,355,0.7056248782625556,1.0750045222136917,0.5024280064558209,True,-0.0043396186026698,1.1045397364312708,0.6344334578038502,0.9628393842115228,-0.2508647176817381,True,1.1861295993245706,0.0052743748131831,0.0603842276926134,1.0175950097138702,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,0.5934119456780721,-0.08726646259971638,0.6700291680332029,0.028022304544971455,0.07661722235513073,0.11528876714468782,0.0%
18382,18382,75,178,1.389873508032541,0.9552164062135102,-0.7608544707912783,True,3.1263424801473194,0.9709957714959548,1.2638680528063435,1.0380503677641069,2.5548930792410047,True,0.0014390948610886,0.8483290959328422,-3.053805306908121,1.071773764246521,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,1.3089969389957472,3.1066860685499065,1.3268707804194424,-3.105324066970194,0.017873841423695237,0.07117517165948618,0.0%
18387,18387,308,257,-0.983102159861876,0.9341215966094266,0.2782528268061448,True,-1.9234693538582488,1.0660321545384654,-0.7146912801196487,1.0172883733481504,2.609124500387864,True,0.0371669635748595,0.8230746344743832,-1.997629718524932,1.0432749401778962,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-0.9075712110370509,-1.7976891295541595,-0.848896719990762,-1.9605495361915906,0.05867449104628885,-0.16286040663743107,0.0%
18388,18388,104,193,1.926201074961916,0.9501974528397084,2.273913257266806,True,-3.0399521450030087,1.02594364062794,2.149994686195606,1.0551964779822196,-1.764389087004831,True,1.3903830389923588,0.0009210417003891,-3.0071600690317366,1.088960861956269,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,1.8151424220741028,-2.91469985083053,2.0380978805787615,-3.023556107017373,0.2229554585046587,-0.10885625618684268,0.0%
18395,18395,116,62,2.129694899926632,1.0299793946020837,2.185476961659754,True,1.0941957926912136,1.0101240750999738,2.0386004364721444,1.0139736627646203,-1.3135588992029317,True,1.2398414285289872,0.0353353907823741,1.0158563864816377,1.0105625960728115,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,2.0245819323134224,1.0821041362364843,2.084147668199388,1.0550260895864252,0.05956573588596565,-0.02707804665005906,0.0%
18397,18397,289,135,-1.1983710449107376,1.0659651691570105,-1.7715065245315773,True,2.328063352232568,1.0113075673808285,-1.2337777562298915,1.0610558854038348,1.696669690575794,True,0.0054186685320128,0.9994100815649208,2.2026360956684723,1.0287794523882707,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.2391837689159741,2.356194490192345,-1.2160744005703148,2.2653497239505205,0.023109368345659333,-0.09084476624182433,0.0%
18399,18399,229,189,-2.2417908718852644,1.0680845368794436,1.4539748180359582,True,-2.799792534531111,0.9480689867863158,-2.363536101309684,1.0511782605021829,2.413934515242186,True,0.0169334285965738,0.0042276384421853,-2.8984033293912894,1.0478606191403552,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-2.2863813201125716,-2.9845130209103035,-2.302663486597474,-2.8490979319612,-0.016282166484902653,0.13541508894910326,0.0%
18400,18400,307,44,-0.8860621578930867,1.001766862040666,-0.0357125564594431,True,0.7686790136549579,0.9930863103345202,-0.8251501100306844,0.9971709576468876,-2.292854305292229,True,1.3596784765553749,0.7748467896497038,0.7818830529841344,1.0324652378919372,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-0.9250245035569948,0.767944870877505,-0.8556061339618859,0.7752810333195463,0.06941836959510893,0.007336162442041378,0.0%
18407,18407,275,200,-1.4377454942106358,1.025182826228814,0.0200695668076632,True,-2.849998122473103,0.9997409902434294,-1.4032102392857653,1.0044462255158677,-1.4602876736450332,True,0.0046891813171142,1.4237274036331162,-2.8413821753802977,1.0616402441413375,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.4835298641951802,-2.792526803190927,-1.4204778667482008,-2.8456901489267006,0.06305199744697941,-0.05316334573577344,0.0%
18411,18411,342,340,-0.2700783323676964,1.0926446443765778,0.0617987879476066,True,-0.4285527034030733,1.026167496806701,-0.4975126582722267,1.02150879403312,-0.8502289839998651,True,1.1620374717559063,1.2879312169413597,-0.4181630139611466,1.0340813003877127,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-0.3141592653589793,-0.3490658503988655,-0.3837954953199616,-0.42335785868211007,-0.06963622996098234,-0.0742920082832446,0.0%
18414,18414,26,42,0.4676914486357793,0.944170211673236,2.810749963432135,True,0.7345121446742897,1.056175285258073,0.4839925684617324,1.0307378756066252,0.2315630682877627,True,0.0027894845039122,1.4621429448493048,0.6440953510686003,1.033161595165342,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,0.4537856055185257,0.7330382858376184,0.475842008548756,0.689303747871445,0.02205640303023032,-0.04373453796617342,0.0%
18418,18418,300,117,-1.1045624212735443,1.024253737210935,-1.0166738343565045,True,1.869957246455888,0.9986130944883932,-0.9477649072346672,1.0006366741528792,-1.8080513323855136,True,1.4635398942602404,0.0018470889792558,2.119065892762501,1.0037223076471808,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.0471975511965974,2.0420352248333655,-1.0261636642541059,1.9945115696091946,0.021033886942491514,-0.047523655224170916,0.0%
18419,18419,273,144,-1.4396204030006998,1.034571380454265,-2.178081064387442,True,2.5631046540509748,1.0303378409680477,-1.4179591041849198,1.0624951375666432,-3.0729483011836165,True,0.0049690615250164,0.0034794363154697,2.4216043208516407,1.0000861284689042,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.5184364492350664,2.5132741228718345,-1.4287897535928098,2.4923544874513084,0.08964669564225657,-0.020919635420526096,0.0%
18424,18424,268,299,-1.6849550523401902,0.9563303363705375,2.069986399105995,True,-0.9651351815729948,1.0519060347343336,-1.6025240364435356,1.0622966379809438,-1.1420540560235912,True,0.2033234134208424,1.2991666389964736,-0.9788718958525072,1.0650457200101453,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.6057029118347828,-1.0646508437165405,-1.6437395443918628,-0.9720035387127508,-0.03803663255708001,0.09264730500378968,0.0%
18430,18430,147,205,2.7042090750545067,1.0509155590737962,-2.593394494710977,True,-2.7527136252247866,1.1028978238416094,2.624138250290269,1.004839871196096,0.812243544968663,True,0.0018479693384354,0.001124891044363,-2.724067629302485,0.9776183304758032,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,2.5656340004316642,-2.705260340591211,2.664173662672388,-2.7383906272636356,0.09853966224072376,-0.03313028667242484,0.0%
18452,18452,93,127,1.6649643389832658,1.0267668438069146,-2.3568777715437177,True,2.162429459141094,1.008871041717206,1.6812140152825457,1.051252983017957,1.5303238236638894,True,0.0008319791415199,0.2160848043061406,2.155093535755608,0.9219678350296854,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,1.6231562043547265,2.2165681500327987,1.6730891771329057,2.15876149744835,0.04993297277817921,-0.05780665258444852,0.0%
18460,18460,47,129,0.774766984269028,0.9862497071837624,1.0649243443897995,True,2.2693631760663915,0.9929964490095502,0.9678945346789236,0.9529470002309158,0.7289929507128022,True,0.0426194985416144,1.3825882838501502,2.392593621594112,1.095614492302754,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,0.8203047484373349,2.251474735072685,0.8713307594739756,2.3309783988302515,0.051026011036640666,0.07950366375756657,0.0%
18465,18465,220,359,-2.31656215008304,1.0155380476287388,1.0128909876831875,True,0.1256667168327665,1.1052526058576018,-2.4844350874241465,1.0070574916067287,-2.4939109770752124,True,0.1368479272698548,1.4270040743375867,-0.1665598893884463,1.0491233410368332,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-2.443460952792061,-0.017453292519943098,-2.400498618753593,-0.02044658627784024,0.042962334038468164,-0.0029932937578971423,0.0%
18475,18475,100,218,1.7886622901740383,1.0426884208096314,1.5192284029446874,True,-2.525290962010569,1.0173017119400376,1.7100536790031091,1.0484207377184158,1.7481628004242336,True,1.4486569917281864,0.0167702704139699,-2.6024817188920157,1.0782940044681864,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,1.7453292519943295,-2.478367537831948,1.7493579845885732,-2.563886340451292,0.0040287325942436145,-0.08551880261934436,0.0%
18489,18489,17,72,0.3463528915197623,1.1343258150316131,0.2705292233172787,True,1.2375111250723247,1.0343136393274304,0.2657785328449497,0.9802138515012204,0.0072340279263454,True,1.3132721644214893,0.0042541510651127,1.3436684859939598,1.041690259781121,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,0.29670597283903605,1.2566370614359172,0.306065712182356,1.2905898055331422,0.009359739343319937,0.03395274409722491,0.0%
18495,18495,287,199,-1.3934759284679028,1.0121642563923494,-0.5158530444457504,True,-2.771439977316661,1.0409546399613074,-1.1201907743517163,1.0116726520794903,0.0093860779161946,True,0.0080862921988868,1.4724143620888293,-2.800694732915042,0.9784049269964784,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.2740903539558603,-2.8099800957108703,-1.2568333514098096,-2.7860673551158515,0.017257002546050747,0.02391274059501877,0.0%
18502,18502,171,10,2.8173783725860275,0.9390792204376964,1.831604933501664,True,0.1472563821373854,0.9989393506377908,2.9582264989902294,1.0110779226451754,-2.016363755007568,True,0.0014799691922761,0.0036310848440615,0.2229707662481407,1.0137241413010214,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,2.9845130209103035,0.17453292519943295,2.887802435788127,0.1851135741927621,-0.09671058512217631,0.010580648993329129,0.0%
18507,18507,118,80,2.043005927685716,1.0201662964322928,1.933625377751568,True,1.2630772658209994,1.0664052144335243,2.0879578786681208,1.018888934571958,1.068457970047949,True,0.0076130803090946,0.0033944682952549,1.4635431706599844,1.0645330923497598,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,2.059488517353309,1.3962634015954636,2.0654819031769183,1.3633102182404917,0.0059933858236091535,-0.03295318335497186,0.0%
18515,18515,25,322,0.4022953331209793,1.0098882426506228,2.502253277032325,True,-0.6266458570855954,1.0454487395701797,0.3097460105335167,1.0471520685440716,-1.2764781414670685,True,0.0053018147867915,0.0036819102444341,-0.4430747842695352,1.0256335565983414,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,0.4363323129985824,-0.6632251157578448,0.3560206718272476,-0.5348603206775651,-0.08031164117133482,0.1283647950802798,0.0%
18521,18521,167,261,3.0363714199988068,1.079033422384301,-2.330368494213892,True,-1.7623132701794566,0.9961797770020688,2.820664842174787,0.9757614025503848,1.649238287597194,True,0.0007728182152934,0.0006403586885771,-1.839222261063622,1.03929623993106,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,2.91469985083053,-1.7278759594743862,2.928518131086797,-1.8007677656215395,0.013818280256266744,-0.07289180614715329,0.0%
