,Unnamed: 0,stim1_location,stim2_location,response1_area1,responsestrength1_area1,reactivation_area1,REACT1,response2_area1,responsestrength2_area1,response1_area2,responsestrength1_area2,reactivation_area2,REACT2,reactstrength_area1,reactstrength_area2,response2_area2,responsestrength2_area2,delay1,delay2,ITI,stim_start,stim2_start,stim_duration,react_start,react_end,react_strength,window,steps,across_factor,stim1_location_rad,stim2_location_rad,response1,response2,response1Err,response2Err,across_factor_label
31994,31994,112,163,1.917253571868684,1.0179456910089182,1.7971391269634969,True,2.856453430610696,1.0023765211592173,2.016633215088675,0.9808686346408932,2.0378905442425688,True,1.4375067860505597,1.399937523704765,2.898016240796093,1.044075956398552,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,1.9547687622336491,2.8448866807507573,1.9669433934786804,2.8772348357033932,0.012174631245031296,0.03234815495263587,0.0%
32006,32006,353,20,-0.2052450829289042,1.0383048088032816,-1.0654572415405186,True,0.319960809785825,1.1035781428577358,-0.2072177199451368,0.9730086162047594,-2.274751885579981,True,0.075287972017435,0.007982147747327,0.1704267958413268,0.935706824270184,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-0.12217304763960257,0.3490658503988659,-0.2062314014370199,0.24519380281357606,-0.08405835379741733,-0.10387204758528985,0.0%
32012,32012,6,42,0.16052927459311,1.037245702153515,-0.4996644416151291,True,0.922265017844046,0.9671822625254904,0.1880374729217966,0.9834922201897044,0.2377485053047943,True,1.5385059645622547,1.3882169538730964,1.014011263434273,1.015471093562021,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,0.10471975511965978,0.7330382858376184,0.1742833737574525,0.9681381406391587,0.06956361863779272,0.23509985480154022,0.0%
32014,32014,37,66,0.6993466501226469,1.0123821455169153,1.1204988432589524,True,1.1597300061186608,1.0400738418968671,0.5998504312155616,0.9918484959454824,-0.0720941892518861,True,0.0001526411328883,0.0019732343375897,1.1488105016501684,0.9829285294977428,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,0.6457718232379019,1.1519173063162575,0.6495985406691038,1.1542702538844143,0.003826717431201899,0.002352947568156764,0.0%
32022,32022,275,268,-1.507155019145442,1.0300063396454548,-1.79628132211285,True,-1.6969595212720867,1.0292768359163242,-1.4212948931617728,1.0952900148520113,-1.9297372292857733,True,0.9856510781486164,0.0022117125729817,-1.5700141564339798,0.9285137062953908,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.4835298641951802,-1.6057029118347828,-1.4642249561536071,-1.633486838853033,0.01930490804157303,-0.027783927018250294,0.0%
32023,32023,170,44,3.1265412140182485,0.9562597630125068,2.4993567552490425,True,0.7945220269345459,0.9945522809942876,2.976440547867029,1.022581311980749,2.4207893202940207,True,1.1911605567452257,0.0040467294297063,0.8411151153675687,0.9773551026910638,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,2.9670597283903604,0.767944870877505,3.051490880942639,0.817818571151057,0.08443115255227875,0.04987370027355213,0.0%
32027,32027,228,4,-2.100472451728875,1.066102521270616,-0.8277274914041871,True,0.0434337639293965,1.0388128440979751,-2.0494105757829786,1.0474329352291936,-1.95197084794608,True,0.0035546167874807,1.094628896102699,-0.0036637399501131,1.0208132623762194,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-2.3038346126325147,0.06981317007977318,-2.0749415137559266,0.019885011989641654,0.22889309887658796,-0.04992815809013154,0.0%
32032,32032,91,19,1.6504298316011698,0.9907586008023131,0.7120222887029114,True,0.3659459997616013,1.0190889991522265,1.7120016895531427,0.9729130183004544,1.5592978770848134,True,0.0002929458579196,0.6777514806508229,0.3790985453026573,1.0363757435830132,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,1.5882496193148399,0.33161255787892263,1.6812157605771558,0.3725222725321289,0.09296614126231595,0.04090971465320628,0.0%
32036,32036,148,272,2.6195032308118003,1.070198808632513,2.640469101142437,True,-1.4187763821977613,1.0671497330643491,2.604674201355731,1.0159747803561174,2.0310725521971302,True,1.3079055931943904,0.0346323916303874,-1.4581025386124409,1.0276977621884409,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,2.5830872929516078,-1.5358897417550095,2.6120887160837656,-1.438439460405101,0.029001423132157762,0.09745028134990853,0.0%
32039,32039,345,253,-0.2965657166797458,0.9482054349356313,-0.3827986405041287,True,-1.8596402073459424,0.9940969958482146,-0.2214702437989846,1.096023650338869,0.0113688810075653,True,0.0046055799581741,0.8185119958979259,-1.8571040225383664,0.990874879200049,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-0.26179938779914913,-1.8675022996339328,-0.2590179802393653,-1.8583721149421544,0.00278140755978383,0.009130184691778322,0.0%
32043,32043,204,128,-2.736370194792544,1.0383802716709318,-2.823936190845949,True,2.1255265468648834,1.0516001687855123,-2.7043739559739843,1.0250210568627118,0.5100065074092565,True,1.4856006808090612,0.0008021998599203,2.2066360834655288,0.9310231314401528,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-2.722713633111154,2.234021442552742,-2.7203720753832643,2.166081315165206,0.0023415577278895323,-0.06794012738753576,0.0%
32055,32055,39,330,0.6879213552211711,0.9540671209363732,0.2578864410282783,True,-0.4708779983509106,1.03344457007225,0.7830985923315994,1.002090959309343,-1.3468347102326177,True,0.0031497119112548,0.0111332770155486,-0.4435310315024497,1.0035289051194058,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,0.6806784082777885,-0.5235987755982991,0.7355099737763848,-0.45720451492667946,0.05483156549859647,0.06639426067161976,0.0%
32056,32056,307,164,-0.9943845182489396,1.0333496932024449,1.5688193860162098,True,2.6972006733605527,1.1078726907073282,-0.8791263633430443,1.05716817352732,2.709363846379305,True,0.0015475967611267,0.0042624131435414,2.8623919082746934,1.0607874094352925,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-0.9250245035569948,2.8623399732707004,-0.9367554407959919,2.7797962908176226,-0.01173093723899712,-0.08254368245307787,0.0%
32058,32058,309,280,-0.9041187883763436,1.081871546307803,0.0053736296990623,True,-1.4858990844828144,1.014385278049109,-0.8510536035351972,1.0250437916713664,-0.8669340000213155,True,0.0015485827770924,0.0122623853036458,-1.436772550884421,1.012739623108587,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-0.8901179185171078,-1.3962634015954638,-0.8775861959557707,-1.4613358176836178,0.012531722561337102,-0.06507241608815398,0.0%
32061,32061,291,81,-1.2135293899149262,1.020958335438501,2.6812274570556145,True,1.2234678520227753,0.9692141380527954,-1.2052191186467895,1.0446031252238652,-0.946101955264718,True,1.4079376235995966,1.2696194396928986,1.3786067139872853,0.9930999722070052,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.204277183876087,1.413716694115407,-1.2093742542808579,1.30103728300503,-0.005097070404770787,-0.11267941111037687,0.0%
32074,32074,181,282,-3.12344852765207,1.0814280527478155,3.1032407905403567,True,-1.445891360340479,1.0342395867486085,3.089272633412276,1.0057929633047415,3.010943529453216,True,0.0091433917043705,0.0021233371919777,-1.3720603395110462,0.9714711959737478,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-3.1241393610698496,-1.3613568165555767,3.1245047064698968,-1.4089758499257625,-0.03454123963984015,-0.04761903337018583,0.0%
32075,32075,313,216,-0.7540998097217687,1.03379763664475,0.4429693822243445,True,-2.488289095168218,0.9519235401073076,-0.8307523566562341,0.9561626409212336,-0.6418039028886274,True,0.0006147695767271,0.0097171019186868,-2.561562612016264,1.007049485140446,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-0.8203047484373345,-2.5132741228718345,-0.7924260831890013,-2.524925853592241,0.02787866524833323,-0.011651730720406487,0.0%
32081,32081,259,342,-1.801636932564776,1.0220649109525295,-0.8823624916286895,True,-0.2665202799797805,1.010570514460701,-1.762616540204563,1.034439609121965,0.8919035449472432,True,0.02351768566023,0.0046145256825469,-0.3752007763025424,1.1076808827310345,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.7627825445142724,-0.3141592653589793,-1.7821267363846693,-0.3208605281411616,-0.019344191870396925,-0.006701262782182314,0.0%
32093,32093,261,283,-1.7780125152150816,1.0661173257408538,0.1540708407086526,True,-1.3100293994383816,0.9948287035554154,-1.816458638841272,1.0456900518667318,0.4601942363656923,True,0.2283161210200435,0.0009765625,-1.4340671012816768,1.0110336447705912,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.7278759594743862,-1.3439035240356336,-1.7972355770281767,-1.372048250360029,-0.06935961755379051,-0.028144726324395464,0.0%
32100,32100,39,296,0.5627523874279508,1.0576134043269585,0.6236408243291056,True,-1.1541669280893998,1.0462436355046811,0.6830455870405866,0.977197573420141,-2.190450951532525,True,0.0046783820395044,0.0017957664943266,-1.2229448193445749,1.0052465011459422,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,0.6806784082777885,-1.1170107212763707,0.6228989872342678,-1.1885558737169875,-0.05777942104352057,-0.0715451524406168,0.0%
32125,32125,284,267,-1.18537573550251,1.0423565837005566,-1.121889083946103,True,-1.6643268729071978,0.9230110821624956,-1.3387288440581069,0.9988007519271406,-2.0549015312909047,True,1.1476494058756284,0.0009994175901812,-1.7342956450985203,1.094110547084315,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.3264502315156905,-1.6231562043547267,-1.2620522897803084,-1.699311259002859,0.06439794173538216,-0.07615505464813221,0.0%
32150,32150,304,281,-0.8772821340775665,0.9399215415089958,0.2246088400678499,True,-1.3287280963079957,1.020568820182926,-1.1054664215603722,1.0626013408009092,-0.1686429882438953,True,0.0095665009026121,0.7487968864936587,-1.3591900659054186,0.9677075009494543,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-0.9773843811168241,-1.3788101090755198,-0.9913742778189696,-1.343959081106707,-0.013989896702145546,0.03485102796881279,0.0%
32151,32151,236,76,-2.16676289237436,1.0715451437882204,-2.4096563753450484,True,1.360164748629253,1.0842762415295943,-2.2876879417375804,1.0531259528204022,-0.3020681226639632,True,1.4767339615176194,0.0020135712776145,1.38165264042903,1.036970511712504,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-2.164208272472968,1.3264502315156905,-2.22722541705597,1.3709086945291409,-0.06301714458300199,0.044458463013450335,0.0%
32154,32154,252,319,-1.761863912914322,0.95793125678618,-0.6900821379377752,True,-0.9357180566047012,1.0414697662243388,-1.91292784632078,1.022945221211219,2.5537309000230635,True,1.027604023707306,0.0559035102415639,-0.6457896844934584,0.9369640580716064,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.8849555921538759,-0.715584993317675,-1.837395879617551,-0.7907538705490795,0.04755971253632496,-0.07516887723140452,0.0%
32160,32160,41,101,0.7202997258869486,1.0111077254490308,0.9248719070664336,True,1.814657197200336,1.0852668465456614,0.7872020930767797,0.9764080988916608,0.8700784999825031,True,1.363526941521737,0.0060371326567692,1.7966923310638034,1.05679291011602,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,0.7155849933176751,1.7627825445142729,0.7537509094818637,1.8056747641320694,0.0381659161641886,0.042892219617796525,0.0%
32165,32165,144,104,2.5200466633222747,0.9869910916910724,2.6742739545769187,True,2.006124074386444,0.9934188147574092,2.546370430544392,1.0011267434944608,0.013236047806756,True,0.0055721668458672,1.4430292799232074,1.725452453720558,1.0294210961907426,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,2.5132741228718345,1.8151424220741028,2.5332085469333334,1.8657882640535002,0.01993442406149898,0.050645841979397366,0.0%
32168,32168,29,184,0.5339350887620921,0.9351042830110956,0.4600684626977522,True,-2.927468187757371,1.0684003664477757,0.552777370959649,1.0542146608453002,1.2620839496994891,True,0.0019602458917453,0.0261362562144189,-3.0877252235473107,1.057002825183678,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,0.5061454830783556,-3.07177948351002,0.5433562298608701,-3.007596705652341,0.03721074678251441,0.06418277785767888,0.0%
32173,32173,301,186,-0.9721821290277288,1.0129162268225562,-0.9177409444602974,True,-3.083114823742522,1.0089013505200746,-1.006641783418308,1.0236612072601197,0.6291260118742938,True,0.006884906997818,0.0017728935881411,-3.0761624249527344,0.9950885131727086,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.0297442586766543,-3.036872898470133,-0.9894119562230186,-3.079638624347628,0.04033230245363576,-0.04276572587749473,0.0%
32177,32177,64,346,0.9985969567604716,1.0064040527903222,0.8349688896983049,True,-0.4302347275986245,0.9238634221033444,1.1394771477634735,1.034056843275703,-2.41141118585428,True,0.7757866896542046,0.0041794126529378,-0.2140603964373032,0.974947062693138,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,1.117010721276371,-0.24434609527920603,1.0690370522619723,-0.32214756201796346,-0.04797366901439861,-0.07780146673875747,0.0%
32180,32180,173,182,-3.1084370013844165,1.099372876410302,2.725635318932363,True,-3.095185381021627,1.0288446492013088,3.030139188264004,1.0266188493132269,3.1373388767262127,True,0.0016411429976116,1.3999533964823734,3.0355045678389136,1.073762020338271,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,3.01941960595019,-3.1066860685499065,3.1024437470295867,3.111752246998436,0.08302414107939658,-0.06474699163124399,0.0%
32196,32196,307,331,-0.9289994282086164,1.075843035042949,-1.0161414954678287,True,-0.3670540817230224,1.022976525284409,-0.9569471010459444,1.0787137362577204,-2.662843914451901,True,1.3625668775604831,0.0021341866542064,-0.5685478163252864,1.10016113333745,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-0.9250245035569948,-0.5061454830783552,-0.9429732646272804,-0.46780094902415437,-0.017948761070285518,0.038344534054200796,0.0%
32197,32197,210,128,-2.551275611675768,1.0757673372713654,-0.7358759253238674,True,2.1593026853519284,1.025266118798684,-2.6391582982856248,1.011965684667895,-2.669499448234212,True,0.0033890488546841,1.342466010258863,2.1397369908685464,0.9947394005532884,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-2.617993877991494,2.234021442552742,-2.5952169549806965,2.149519838110238,0.022776923010797454,-0.0845016044425041,0.0%
32203,32203,157,52,2.746446823700338,0.9916465591696964,-3.069594273241448,True,1.021089100944297,1.0132605011098823,2.6847545689550496,1.0153046330702635,2.7331022798112703,True,0.0039530205619678,1.4964571836849154,1.155281783214796,0.9969326529301592,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,2.7401669256310974,0.9075712110370514,2.7156006963276935,1.0881854420795456,-0.02456622930340389,0.18061423104249427,0.0%
32209,32209,56,269,0.9548478398504424,1.0952494244509217,1.2394428030014095,True,-1.6079677960274608,1.073733593435332,0.9813212195354788,0.9838496721668128,0.9302122546115796,True,1.041524777752614,0.0109366948982181,-1.572016801589269,1.092953424581601,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,0.9773843811168246,-1.5882496193148397,0.9680845296929608,-1.589992298808365,-0.009299851423863912,-0.0017426794935253538,0.0%
32210,32210,226,186,-2.258645842652181,1.0161544488044445,-3.072126997296321,True,-2.981369338938506,1.000058783715024,-2.256119513417429,0.964358935689209,-2.1777516308954583,True,0.3043346754264165,0.7135241862319625,-2.9440594905717026,1.0814998873841186,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-2.3387411976724013,-3.036872898470133,-2.257382678034805,-2.9627144147551046,0.0813585196375962,0.07415848371502866,0.0%
32213,32213,24,282,0.5959934681292853,0.935493564446066,2.5903251791102844,True,-1.319151270116731,1.0527536473272354,0.4509402317100555,0.9686878402683208,-2.614001876695885,True,0.0016667898438437,0.0041586970649728,-1.3344865631384233,0.9885277298723246,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,0.4188790204786391,-1.3613568165555767,0.5234668499196706,-1.3268189166275772,0.10458782944103158,0.03453789992799949,0.0%
32223,32223,327,119,-0.4168001253046257,0.9786522618814804,-0.7644996280937029,True,2.118910584855972,0.9980114539119054,-0.6479151741665198,1.078886277930359,-1.4762905151216852,True,1.5670857674125909,0.0070770696449978,2.057456258398077,0.9641442082200686,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-0.5759586531581284,2.076941809873252,-0.5323576497355726,2.088183421627024,0.04360100342255585,0.011241611753771722,0.0%
32237,32237,179,80,-3.054480332455402,1.0417042716763276,0.8763972270604519,True,1.51285418967355,1.0358437685164823,-3.086718464348261,1.0427200233063376,-0.46886003379432,True,0.0021536261937286,0.0032821058493149,1.3160167282085171,1.0281700981943775,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,3.12413936106985,1.3962634015954636,-3.0705993984018316,1.4144354589410328,0.08844654770790487,0.018172057345569256,0.0%
32239,32239,83,307,1.5388624614953277,1.0910058887407914,-0.7260253528952499,True,-0.9687882081640342,1.032764707263318,1.4960621214805068,1.009671508233615,0.3112563466743789,True,1.4181835353984185,1.3551419620079903,-0.9871691120887728,1.0254782305066668,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,1.4486232791552935,-0.9250245035569948,1.5174622914879166,-0.9779786601264036,0.06883901233262303,-0.05295415656940868,0.0%
32242,32242,295,251,-1.090016555379716,0.9834658122287778,-3.0054919576673043,True,-1.8852041305741425,1.0821702401669362,-1.1134490904849217,0.9859127907659906,1.7128989666409378,True,0.001918784016229,0.0037589859940786,-1.896375621959483,1.0658795406462216,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.1344640137963138,-1.902408884673819,-1.101732822932319,-1.8907898762668127,0.03273119086399491,0.011619008407006309,0.0%
32248,32248,151,358,2.6669990268759465,0.9776343350608256,-1.8033320409861464,True,0.1853002040255858,1.104883748636312,2.69226072176634,0.9618708904982494,1.3052448595164008,True,0.0045797477992726,0.0092821649709222,0.0144173603803776,0.960004300442902,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,2.6354471705114375,-0.034906585039886195,2.6796298743211437,0.09985878220298128,0.044182703809706216,0.13476536724286747,0.0%
32255,32255,273,37,-1.5243521449922448,1.04996218705583,0.1481635422264074,True,0.4984506230297859,1.0195319478914904,-1.3773473831133936,0.9939947499006496,-1.0038976592351485,True,0.0164854048444899,0.0069306796238531,0.6423599674602988,1.038542062133864,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.5184364492350664,0.6457718232379019,-1.450849764052819,0.5704052952450418,0.06758668518224728,-0.0753665279928602,0.0%
32262,32262,316,234,-0.8824350396708787,1.0504474343575196,2.728680452675445,True,-2.2200948269540173,1.0449502364338323,-0.731197195406847,0.9836565575244628,-0.6304865862146455,True,0.008532753850921,0.0009760915662308,-2.3909637326176423,0.9888896158238124,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-0.7679448708775052,-2.199114857512855,-0.8068161175388626,-2.30552927978583,-0.03887124666135743,-0.10641442227297476,0.0%
32275,32275,287,331,-1.376547765038397,1.0662489233161845,1.8841260338331287,True,-0.3804294914413449,1.009011034931122,-1.25890393864604,1.0372604276878672,2.6243800666741803,True,0.0021637698645537,0.0035562671063442,-0.3482427152419005,1.0452286352464797,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.2740903539558603,-0.5061454830783552,-1.3177258518422186,-0.36433610334162214,-0.04363549788635827,0.1418093797367331,0.0%
32282,32282,54,157,0.9855512054291388,1.0728575963125695,-1.1741984465892734,True,2.715884798550304,0.9797585383287032,0.9972734888148278,1.0244734244668932,0.5847989409805469,True,0.7850187937493733,0.0029711541148107,2.7269596428971465,0.9660374991648534,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,0.9424777960769379,2.7401669256310974,0.9914123471219831,2.7214222207237233,0.04893455104504509,-0.0187447049073741,0.0%
32295,32295,109,239,1.8751795931831463,1.0535726397368528,-0.2415373633775284,True,-2.1562780716017365,0.9592152240865818,1.758164916607532,1.0003533688837778,-0.3646179229876197,True,0.0249696771005045,0.0052278920526244,-2.022691728248238,1.0756795088337625,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,1.9024088846738192,-2.111848394913139,1.8166722548953391,-2.0894848999249875,-0.08573662977848008,0.022363494988151298,0.0%
32311,32311,153,331,2.5673138421491664,1.0304139426734709,0.5240703101399995,True,-0.5266524732727671,0.9760006223595858,2.6726191425992005,1.000856283097059,1.915006861204299,True,0.0003953267840235,0.0055324763264962,-0.3293404588989525,1.0265454905424032,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,2.670353755551324,-0.5061454830783552,2.619966492374183,-0.42799646608585995,-0.050387263177141164,0.07814901699249524,0.0%
32335,32335,21,269,0.3586280310617392,1.052581059494354,1.3183803614254574,True,-1.5916394276099992,1.0553817620202468,0.3784554336623495,1.035680218793976,-2.2882435901882467,True,0.0007962593667421,0.0020604647584701,-1.5372283427742812,1.0602635822768884,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,0.3665191429188092,-1.5882496193148397,0.36854173236204435,-1.56443388519214,0.002022589443235183,0.023815734122699665,0.0%
32337,32337,80,353,1.397466189514737,0.980691897068528,0.6754965703813935,True,-0.1349637008868958,1.0482380140302656,1.3858856804387192,1.0276227409601009,0.8457039397649109,True,0.0013541013944384,0.1758832019687162,-0.0896406125290129,1.0224806935333903,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,1.3962634015954636,-0.12217304763960257,1.3916759349767274,-0.11230215670795429,-0.0045874666187362,0.009870890931648285,0.0%
32389,32389,259,223,-1.9026283700251807,0.9748413473964532,-1.5688704956941228,True,-2.572405495333031,1.0485321579551712,-1.6385466522171914,0.999287775751118,-1.4906303672377186,True,1.3947303811909042,0.0018429770966819,-2.152732414407048,1.0381233262325948,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.7627825445142724,-2.3911010752322315,-1.770587511121186,-2.3625689548700395,-0.007804966606913541,0.028532120362191975,0.0%
32415,32415,281,98,-1.0670158748769736,1.0011135834832932,-3.023860794802846,True,1.7037600057313853,1.0110842532559887,-1.465200502375493,1.0639935751216052,-1.3392860235526167,True,0.0021269049949705,0.3957904207364471,1.6761841115312448,0.9966638264844412,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-1.3788101090755198,1.710422666954443,-1.2661081886262335,1.689972058631315,0.11270192044928626,-0.02045060832312795,0.0%
32420,32420,52,350,0.8575951691340067,1.0214490268393144,-0.0553152073774239,True,-0.0725081276967302,1.0924741936715765,0.8452326926800331,1.0126198219237237,1.4914919515693768,True,0.0029508136061006,0.0895807518541363,-0.0729771393925729,1.0493393113862723,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,0.9075712110370514,-0.17453292519943275,0.8514139309070194,-0.07274263354465127,-0.05615728013003196,0.10179029165478147,0.0%
32424,32424,357,308,-0.0438274471690651,1.0060573754434712,-0.2405463973643485,True,-0.8739244122182469,1.0624244019158706,-0.2655315724595522,1.0318917019943183,1.0514181101602598,True,1.1888345242792109,0.0280467095027831,-0.9568390280367304,0.958211344298808,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-0.05235987755983018,-0.9075712110370509,-0.15467950981430878,-0.9153817201274888,-0.1023196322544786,-0.007810509090437939,0.0%
32427,32427,118,173,1.8421078881084856,0.9816341896752632,-2.312783806342821,True,3.057561048367469,1.0842360901857422,2.028560800761924,0.9772673374694292,2.5165573090629643,True,0.0169025592145335,0.0027522197984421,3.0465780001690823,0.960502928784822,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,2.059488517353309,3.01941960595019,1.935334344435205,3.0520695242682754,-0.12415417291810417,0.03264991831808529,0.0%
32431,32431,239,338,-2.112106625622145,1.0021481233158702,1.7748441350732893,True,-0.4107889983709044,1.0925368775975106,-2.2731382747278124,1.0577072702074546,2.6672854079859025,True,0.0015828820401111,1.0440725954354826,-0.3426418318944702,1.0120275256076283,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-2.111848394913139,-0.3839724354387526,-2.1926224501749787,-0.3767154151326877,-0.08077405526183981,0.0072570203060649124,0.0%
32438,32438,334,331,-0.3433814965129089,1.0348518345076845,2.541622735753126,True,-0.4202677176453449,1.0152242693140476,-0.3635124514240139,1.0669721393012537,-0.3996833108201502,True,0.0005731580721952,1.4629725158747464,-0.332707282878974,1.0427367528666696,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,-0.45378560551852587,-0.5061454830783552,-0.35344697396846136,-0.3764875002621597,0.10033863155006448,0.12965798281619545,0.0%
32440,32440,141,222,2.480203014173389,1.0113088157121517,-2.083145909948701,True,-2.4091005849354885,1.0852979613113516,2.5428316628245446,1.0177268844849774,-3.010103001997974,True,0.0019473829498818,0.0020129454692174,-2.314900226525473,0.9874009990077336,3000.0,3000.0,1500.0,1000.0,7500.0,300.0,5800.0,6300.0,3.9e-11,0.2,0.1,0.0,2.4609142453120048,-2.4085543677521746,2.511517338498967,-2.3620004057304804,0.050603093186962315,0.04655396202169419,0.0%
